Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Category,Income Category
26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,Male,66,Sales Executive,Married,6272,7428,1,No,20,4,80,6,5,5,3,1,4,18 - 30,5k - 10k
24,No,Travel_Rarely,823,Research & Development,17,2,Other,643,Male,94,Laboratory Technician,Married,2127,9100,1,No,21,4,80,1,2,1,0,0,0,18 - 30,<5k
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644,Male,99,Manager,Married,18200,7999,1,No,11,3,80,32,2,32,5,10,7,41 - 50,15k+
25,No,Travel_Rarely,622,Sales,13,1,Medical,645,Male,40,Sales Representative,Married,2096,26376,1,No,11,3,80,7,1,7,4,0,6,18 - 30,<5k
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,647,Female,55,Laboratory Technician,Married,2886,14168,1,Yes,16,3,80,6,4,6,3,1,2,18 - 30,<5k
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648,Male,74,Sales Representative,Married,2033,14470,1,No,18,3,80,1,2,1,0,0,0,18 - 30,<5k
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,649,Male,83,Research Scientist,Married,3622,22794,1,Yes,13,3,80,6,3,6,5,1,3,31 - 40,<5k
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650,Male,46,Sales Executive,Divorced,4233,11512,2,No,17,3,80,9,2,3,1,1,2,31 - 40,<5k
35,No,Travel_Rarely,538,Research & Development,25,2,Other,652,Male,54,Laboratory Technician,Single,3681,14004,4,No,14,3,80,9,3,3,2,0,2,31 - 40,<5k
31,No,Travel_Rarely,525,Sales,6,4,Medical,653,Male,66,Sales Executive,Divorced,5460,6219,4,No,22,4,80,13,4,7,7,5,7,31 - 40,5k - 10k
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,655,Female,66,Research Scientist,Divorced,2187,5013,0,No,12,3,80,6,5,5,3,0,3,18 - 30,<5k
37,No,Travel_Rarely,558,Sales,2,3,Marketing,656,Male,75,Sales Executive,Married,9602,3010,4,Yes,11,3,80,17,3,3,0,1,0,31 - 40,5k - 10k
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657,Female,83,Research Scientist,Single,2836,11757,1,No,13,3,80,1,0,1,0,0,0,18 - 30,<5k
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,659,Female,81,Healthcare Representative,Married,4089,5718,1,No,13,3,80,10,4,10,2,2,2,41 - 50,<5k
43,No,Travel_Rarely,782,Research & Development,6,4,Other,661,Male,50,Research Director,Divorced,16627,2671,4,Yes,14,3,80,21,3,1,0,0,0,41 - 50,15k+
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,662,Female,43,Research Scientist,Single,2619,14561,3,No,17,3,80,8,3,0,0,0,0,31 - 40,<5k
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,663,Male,72,Laboratory Technician,Divorced,5679,19627,3,Yes,13,3,80,10,3,8,7,4,7,41 - 50,5k - 10k
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,664,Female,40,Manager,Married,15402,17997,7,No,11,3,80,21,3,3,2,0,2,41 - 50,15k+
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,665,Female,50,Human Resources,Single,5985,26894,4,No,11,3,80,10,1,2,2,0,2,41 - 50,5k - 10k
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,666,Female,31,Sales Representative,Divorced,2579,2912,1,Yes,18,3,80,8,3,8,2,0,6,31 - 40,<5k
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,667,Male,85,Sales Representative,Divorced,3041,16346,0,No,11,3,80,5,3,4,3,0,2,18 - 30,<5k
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,669,Male,49,Sales Representative,Single,3447,24444,1,No,11,3,80,3,2,3,2,1,2,18 - 30,<5k
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,671,Male,35,Manager,Married,19513,9358,4,Yes,12,3,80,26,2,2,2,0,1,41 - 50,15k+
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,675,Male,69,Research Scientist,Married,2773,12145,0,No,20,4,80,3,3,2,2,2,2,18 - 30,<5k
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,Male,39,Sales Executive,Divorced,7104,20431,0,No,12,3,80,6,3,5,0,1,2,31 - 40,5k - 10k
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,679,Female,92,Research Scientist,Married,6322,18089,1,Yes,12,3,80,6,2,6,4,0,5,31 - 40,5k - 10k
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,680,Female,71,Research Scientist,Divorced,2083,22653,1,No,20,4,80,1,2,1,0,0,0,18 - 30,<5k
53,No,Travel_Rarely,238,Sales,1,1,Medical,682,Female,34,Sales Executive,Single,8381,7507,7,No,20,4,80,18,2,14,7,8,10,51 - 64,5k - 10k
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,683,Male,42,Research Scientist,Married,2691,7660,1,No,12,3,80,10,4,10,9,8,8,31 - 40,<5k
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,684,Female,100,Sales Executive,Married,4286,5630,2,No,14,3,80,5,4,1,1,0,0,41 - 50,<5k
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,686,Female,71,Laboratory Technician,Married,2659,17759,1,Yes,13,3,80,3,2,3,2,0,2,18 - 30,<5k
37,No,Travel_Rarely,482,Research & Development,3,3,Other,689,Male,36,Manufacturing Director,Married,9434,9606,1,No,15,3,80,10,2,10,7,7,8,31 - 40,5k - 10k
29,No,Travel_Rarely,1176,Sales,3,2,Medical,690,Female,62,Sales Executive,Married,5561,3487,1,No,14,3,80,6,5,6,0,1,2,18 - 30,5k - 10k
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,691,Male,82,Research Scientist,Single,6646,19368,1,No,13,3,80,17,3,17,11,11,8,31 - 40,5k - 10k
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,692,Male,30,Healthcare Representative,Divorced,7725,5335,3,No,23,4,80,15,2,13,11,4,7,31 - 40,5k - 10k
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,698,Male,88,Human Resources,Married,10725,6729,2,No,15,3,80,16,1,9,7,7,1,51 - 64,10k - 15k
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,699,Male,48,Manufacturing Director,Divorced,8847,13934,2,Yes,11,3,80,13,2,3,2,0,2,31 - 40,5k - 10k
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,700,Male,54,Research Scientist,Single,2045,15174,0,No,13,3,80,5,0,4,2,1,1,18 - 30,<5k
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,701,Male,32,Research Scientist,Single,1009,26999,1,Yes,11,3,80,1,5,1,0,1,1,18 - 30,<5k
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,702,Male,70,Research Scientist,Single,3348,3164,1,Yes,11,3,80,10,3,10,8,9,7,31 - 40,<5k
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,704,Male,41,Laboratory Technician,Married,1281,16900,1,No,18,3,80,1,3,1,0,0,0,31 - 40,<5k
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,705,Male,58,Research Scientist,Married,2819,8544,2,No,16,3,80,5,3,3,2,0,2,18 - 30,<5k
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,707,Male,57,Sales Executive,Married,4851,15678,0,No,22,4,80,4,4,3,2,1,2,18 - 30,<5k
38,No,Travel_Rarely,243,Sales,7,4,Marketing,709,Female,46,Sales Executive,Single,4028,7791,0,No,20,4,80,8,2,7,7,0,5,31 - 40,<5k
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,710,Male,76,Research Scientist,Divorced,2720,18959,1,No,18,3,80,10,5,10,7,2,8,18 - 30,<5k
48,No,Travel_Rarely,817,Sales,2,1,Marketing,712,Male,56,Sales Executive,Married,8120,18597,3,No,12,3,80,12,3,2,2,2,2,41 - 50,5k - 10k
27,No,Travel_Frequently,1410,Sales,3,1,Medical,714,Female,71,Sales Executive,Divorced,4647,16673,1,Yes,20,4,80,6,3,6,5,0,4,18 - 30,<5k
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,715,Male,80,Research Scientist,Single,4680,15232,3,No,17,3,80,4,2,1,0,0,0,31 - 40,<5k
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,716,Male,74,Laboratory Technician,Married,3221,3297,1,Yes,11,3,80,20,3,20,8,3,8,41 - 50,<5k
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,717,Female,46,Healthcare Representative,Single,8621,17654,1,No,14,3,80,9,3,8,7,7,7,31 - 40,5k - 10k
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,720,Female,65,Sales Executive,Single,4577,24785,9,No,14,3,80,4,3,2,2,2,0,18 - 30,<5k
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,721,Female,80,Healthcare Representative,Single,4553,20978,1,No,11,3,80,20,4,20,7,11,10,31 - 40,<5k
32,No,Travel_Rarely,929,Sales,10,3,Marketing,722,Male,55,Sales Executive,Single,5396,21703,1,No,12,3,80,10,2,10,7,0,8,31 - 40,5k - 10k
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,723,Male,50,Sales Executive,Married,6796,23452,3,Yes,14,3,80,18,4,4,3,1,3,41 - 50,5k - 10k
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,724,Female,33,Healthcare Representative,Single,7625,19383,0,No,13,3,80,10,4,9,7,1,8,31 - 40,5k - 10k
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,725,Female,68,Manufacturing Director,Married,7412,6009,1,No,11,3,80,9,3,9,7,0,7,18 - 30,5k - 10k
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,727,Female,39,Research Director,Single,11159,19373,3,No,15,3,80,10,6,7,7,7,7,31 - 40,10k - 15k
47,No,Travel_Rarely,703,Sales,14,4,Marketing,728,Male,42,Sales Executive,Single,4960,11825,2,No,12,3,80,20,2,7,7,1,7,41 - 50,<5k
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,729,Male,48,Sales Executive,Married,10475,23772,5,Yes,21,4,80,20,2,18,13,1,12,31 - 40,10k - 15k
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,730,Male,59,Research Director,Married,14814,13514,3,No,19,3,80,32,3,5,1,1,3,51 - 64,10k - 15k
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,731,Male,73,Manager,Divorced,19141,8861,3,No,15,3,80,23,2,21,6,12,6,41 - 50,15k+
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,732,Male,84,Sales Executive,Single,5405,11924,8,No,14,3,80,10,1,2,2,2,2,51 - 64,5k - 10k
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,733,Male,32,Manufacturing Director,Divorced,8793,4809,1,No,21,4,80,9,4,9,7,1,7,18 - 30,5k - 10k
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,734,Male,59,Manager,Married,19189,19562,1,No,12,3,80,22,3,22,7,2,10,41 - 50,15k+
50,No,Travel_Rarely,316,Sales,8,4,Marketing,738,Male,54,Sales Representative,Married,3875,9983,7,No,15,3,80,4,2,2,2,2,2,41 - 50,<5k
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,741,Female,67,Research Scientist,Single,2216,3872,7,Yes,13,3,80,10,4,7,7,3,7,18 - 30,<5k
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,742,Female,63,Research Director,Married,11713,20335,9,No,14,3,80,10,2,8,7,0,5,31 - 40,10k - 15k
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,743,Female,81,Manufacturing Director,Single,7861,15397,4,Yes,14,3,80,10,4,1,0,0,0,31 - 40,5k - 10k
44,No,Non-Travel,381,Research & Development,24,3,Medical,744,Male,49,Laboratory Technician,Single,3708,2104,2,No,14,3,80,9,5,5,2,1,4,41 - 50,<5k
47,No,Travel_Frequently,217,Sales,3,3,Medical,746,Female,49,Sales Executive,Divorced,13770,10225,9,Yes,12,3,80,28,2,22,2,11,13,41 - 50,10k - 15k
30,No,Travel_Rarely,501,Sales,27,5,Marketing,747,Male,99,Sales Executive,Divorced,5304,25275,7,No,23,4,80,10,2,8,7,7,7,18 - 30,5k - 10k
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,749,Male,99,Sales Representative,Single,2642,2755,1,No,11,3,80,1,6,1,0,0,0,18 - 30,<5k
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,752,Male,57,Research Scientist,Divorced,2759,20366,6,Yes,12,3,80,7,2,2,2,2,2,41 - 50,<5k
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,754,Male,47,Sales Executive,Married,6804,23683,3,No,18,3,80,7,5,2,2,2,2,41 - 50,5k - 10k
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,757,Female,96,Healthcare Representative,Single,6142,7360,3,No,11,3,80,10,2,5,1,4,3,31 - 40,5k - 10k
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,758,Male,37,Laboratory Technician,Married,2500,4344,1,No,14,3,80,5,2,4,3,0,2,18 - 30,<5k
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,760,Female,44,Human Resources,Married,6389,18767,9,No,15,3,80,12,3,8,3,3,6,31 - 40,5k - 10k
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,762,Male,81,Healthcare Representative,Married,11103,20420,7,No,11,3,80,30,1,10,7,1,1,51 - 64,10k - 15k
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,763,Female,86,Research Scientist,Single,2342,22929,0,Yes,20,4,80,5,2,4,2,2,3,31 - 40,<5k
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,764,Female,55,Healthcare Representative,Single,6811,23398,8,No,19,3,80,9,2,7,6,0,7,18 - 30,5k - 10k
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,766,Male,83,Sales Representative,Divorced,2297,17967,1,No,14,3,80,2,2,2,2,2,2,18 - 30,<5k
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,769,Male,86,Laboratory Technician,Single,2450,10919,2,No,17,3,80,19,4,2,2,2,2,51 - 64,<5k
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,771,Female,61,Healthcare Representative,Divorced,5093,4761,2,No,11,3,80,16,2,1,0,0,0,31 - 40,5k - 10k
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,772,Male,80,Laboratory Technician,Married,5309,21146,1,No,15,3,80,10,2,10,8,4,7,31 - 40,5k - 10k
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,773,Male,92,Research Scientist,Married,3057,20471,6,Yes,13,3,80,6,0,1,0,0,1,31 - 40,<5k
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,775,Female,32,Manufacturing Director,Divorced,5121,4187,3,No,14,3,80,7,3,0,0,0,0,31 - 40,5k - 10k
52,No,Travel_Rarely,621,Sales,3,4,Marketing,776,Male,31,Manager,Married,16856,10084,1,No,11,3,80,34,3,34,6,1,16,51 - 64,15k+
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,780,Male,63,Research Scientist,Single,2686,5207,1,Yes,13,3,80,10,2,10,9,7,8,31 - 40,<5k
25,No,Travel_Rarely,883,Sales,26,1,Medical,781,Female,32,Sales Executive,Single,6180,22807,1,No,23,4,80,6,5,6,5,1,4,18 - 30,5k - 10k
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,783,Male,46,Sales Representative,Single,6632,12388,0,No,13,3,80,9,3,8,7,3,1,41 - 50,5k - 10k
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,784,Male,79,Research Scientist,Single,3505,19630,1,No,18,3,80,2,3,2,2,0,2,18 - 30,<5k
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,785,Female,77,Sales Executive,Single,6397,10339,4,Yes,12,3,80,8,2,5,4,1,3,41 - 50,5k - 10k
34,No,Travel_Rarely,304,Sales,2,3,Other,786,Male,60,Sales Executive,Single,6274,18686,1,No,22,4,80,6,5,6,5,1,4,31 - 40,5k - 10k
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,787,Male,78,Manager,Married,19859,21199,5,Yes,13,3,80,24,2,5,2,1,4,51 - 64,15k+
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,789,Male,76,Sales Executive,Single,7587,14229,1,No,15,3,80,10,1,10,7,0,9,31 - 40,5k - 10k
52,No,Non-Travel,715,Research & Development,19,4,Medical,791,Male,41,Research Scientist,Married,4258,26589,0,No,18,3,80,5,3,4,3,1,2,51 - 64,<5k
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,792,Female,71,Laboratory Technician,Divorced,4364,5288,3,No,14,3,80,5,2,2,2,2,0,18 - 30,<5k
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,793,Female,66,Healthcare Representative,Married,4335,25549,4,No,12,3,80,11,3,8,7,1,1,18 - 30,<5k
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,796,Male,38,Sales Executive,Single,5326,3064,6,No,17,3,80,6,2,4,3,1,2,18 - 30,5k - 10k
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,797,Female,72,Research Scientist,Single,3280,13551,2,No,16,3,80,10,2,4,2,1,3,31 - 40,<5k
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,799,Female,95,Manufacturing Director,Divorced,5485,22670,9,Yes,11,3,80,9,4,5,3,1,4,51 - 64,5k - 10k
27,No,Travel_Frequently,829,Sales,8,1,Marketing,800,Male,84,Sales Executive,Married,4342,24008,0,No,19,3,80,5,3,4,2,1,1,18 - 30,<5k
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,802,Female,82,Research Scientist,Divorced,2782,19905,0,Yes,13,3,80,6,3,5,3,4,3,31 - 40,<5k
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,803,Female,75,Manufacturing Director,Single,5980,26085,6,Yes,12,3,80,17,2,15,7,4,12,31 - 40,5k - 10k
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,804,Female,86,Research Scientist,Single,4381,7530,1,No,11,3,80,6,3,6,5,1,3,31 - 40,<5k
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,805,Female,72,Sales Representative,Married,2572,20317,1,No,16,3,80,3,1,3,2,0,2,31 - 40,<5k
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,806,Male,38,Laboratory Technician,Married,3833,24375,3,No,21,4,80,7,2,2,2,0,2,18 - 30,<5k
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,807,Female,38,Healthcare Representative,Married,4244,9931,1,No,24,4,80,8,2,8,7,3,7,31 - 40,<5k
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,808,Female,93,Sales Executive,Married,6500,13305,5,No,17,3,80,6,1,3,2,1,2,31 - 40,5k - 10k
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,809,Male,66,Manager,Divorced,18430,16225,1,No,13,3,80,24,4,24,7,14,9,41 - 50,15k+
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,811,Male,63,Laboratory Technician,Married,1601,3445,1,Yes,21,4,80,1,2,0,0,0,0,18 - 30,<5k
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,812,Male,60,Laboratory Technician,Divorced,2694,26551,1,No,11,3,80,1,4,1,0,0,0,18 - 30,<5k
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,813,Female,82,Laboratory Technician,Married,3149,21821,8,No,20,4,80,9,3,5,2,1,4,51 - 64,<5k
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,815,Male,64,Research Director,Married,17639,6881,5,No,16,3,80,30,3,4,3,0,3,41 - 50,15k+
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,816,Female,36,Laboratory Technician,Married,2319,6689,1,Yes,11,3,80,1,1,1,0,0,0,18 - 30,<5k
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,817,Male,49,Research Director,Married,11691,25995,0,No,11,3,80,14,3,13,9,3,7,31 - 40,10k - 15k
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,819,Female,69,Sales Executive,Single,5324,26507,5,No,15,3,80,6,3,3,2,0,2,31 - 40,5k - 10k
47,No,Travel_Rarely,202,Research & Development,2,2,Other,820,Female,33,Manager,Married,16752,12982,1,Yes,11,3,80,26,3,26,14,3,0,41 - 50,15k+
36,No,Travel_Rarely,676,Research & Development,1,3,Other,823,Female,35,Manufacturing Director,Married,5228,23361,0,No,15,3,80,10,2,9,7,0,5,31 - 40,5k - 10k
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,824,Male,81,Research Scientist,Married,2700,23779,1,No,24,4,80,10,3,10,7,0,7,18 - 30,<5k
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,825,Male,31,Research Director,Single,19246,25761,7,Yes,12,3,80,40,2,31,15,13,8,51 - 64,15k+
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,826,Female,40,Research Scientist,Single,2506,13301,3,No,13,3,80,7,0,2,2,2,2,31 - 40,<5k
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,827,Female,43,Manufacturing Director,Married,6062,4051,9,Yes,13,3,80,8,4,4,3,0,2,41 - 50,5k - 10k
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,828,Male,46,Research Scientist,Single,4382,16374,6,No,17,3,80,5,3,2,2,2,1,18 - 30,<5k
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,829,Male,36,Human Resources,Married,2143,25527,4,No,13,3,80,8,2,5,2,0,4,31 - 40,<5k
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,830,Female,98,Manufacturing Director,Married,6162,19124,1,No,12,3,80,14,3,14,13,6,8,31 - 40,5k - 10k
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,832,Male,51,Laboratory Technician,Single,5094,11983,6,No,14,3,80,10,6,1,0,0,0,31 - 40,5k - 10k
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,833,Female,52,Manufacturing Director,Single,6877,20234,5,Yes,24,4,80,12,4,0,0,0,0,18 - 30,5k - 10k
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,834,Female,95,Research Scientist,Single,2274,6153,1,No,14,3,80,1,3,1,0,0,0,41 - 50,<5k
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,836,Male,98,Manufacturing Director,Married,4434,11806,1,No,13,3,80,10,3,9,8,7,8,41 - 50,<5k
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,837,Male,45,Healthcare Representative,Divorced,6288,4284,2,No,15,3,80,13,3,4,3,1,2,31 - 40,5k - 10k
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,838,Female,100,Research Scientist,Single,2553,8306,1,No,16,3,80,6,3,5,2,1,3,31 - 40,<5k
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,840,Female,43,Sales Executive,Married,7654,5860,1,No,18,3,80,9,3,9,8,7,7,41 - 50,5k - 10k
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,842,Male,37,Sales Executive,Single,5160,21519,4,No,16,3,80,12,3,9,7,7,3,51 - 64,5k - 10k
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,843,Male,94,Research Director,Married,17159,5200,6,No,24,4,80,22,3,4,1,1,0,41 - 50,15k+
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,844,Male,42,Research Director,Divorced,12808,8842,1,Yes,16,3,80,9,3,9,8,0,8,18 - 30,10k - 15k
35,No,Travel_Rarely,950,Research & Development,7,3,Other,845,Male,59,Manufacturing Director,Single,10221,18869,3,No,21,4,80,17,3,8,5,1,6,31 - 40,10k - 15k
28,No,Travel_Rarely,760,Sales,2,4,Marketing,846,Female,81,Sales Executive,Married,4779,3698,1,Yes,20,4,80,8,2,8,7,7,5,18 - 30,<5k
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,847,Male,88,Human Resources,Married,3737,2243,0,No,19,3,80,4,1,3,2,0,2,31 - 40,<5k
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,848,Female,88,Research Scientist,Married,2366,20898,1,Yes,14,3,80,8,2,8,7,1,7,18 - 30,<5k
27,No,Non-Travel,443,Research & Development,3,3,Medical,850,Male,50,Research Scientist,Married,1706,16571,1,No,11,3,80,0,6,0,0,0,0,18 - 30,<5k
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,851,Female,66,Manager,Married,16307,5594,2,No,14,3,80,29,2,20,6,4,17,51 - 64,15k+
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,852,Male,50,Healthcare Representative,Single,5933,5197,9,No,12,3,80,10,2,5,2,2,3,41 - 50,5k - 10k
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,854,Male,65,Research Scientist,Single,3424,21632,7,No,13,3,80,6,3,4,3,0,1,18 - 30,<5k
33,No,Travel_Rarely,586,Sales,1,3,Medical,855,Male,48,Sales Executive,Divorced,4037,21816,1,No,22,4,80,9,5,9,8,0,8,31 - 40,<5k
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,856,Female,53,Research Scientist,Single,2559,17852,1,No,11,3,80,6,3,6,5,1,1,31 - 40,<5k
